Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Abbas, H; Khan, MZ; Begum, F; Raut, N; Gurung, S",,,,"Abbas, Haider; Khan, Muhammad Zafar; Begum, Farida; Raut, Nani; Gurung, Smriti",,,"Physicochemical properties of irrigation water in western Himalayas, Pakistan",WATER SUPPLY,,,,Article,,,,,,,,"Appropriate irrigation water quality is essential for maintaining soil properties. This study investigates numerous physicochemical properties of irrigation water in three Himalayan valleys in northern Pakistan, receiving water from different sources. A total of 36 samples (3 replicates from four points at each site) were randomly collected and analyzed following standard laboratory techniques. The results revealed that most of the physicochemical parameters were within the permissible limits as specified by FAO, USEPA, and WWF for agriculture water. However, the total dissolved solids, potassium, mercury, nickel, and cadmium were found beyond the recommended ranges. Analysis of variance indicated that the mean values of various constituents differed significantly across the sources. Among the water sources, the mix of spring and glacial meltwater was found to contain maximum parameters within the permissible limits. The study recommends further investigating the implications of the existing water quality parameters on crop productivity and human health.","[Abbas, Haider; Khan, Muhammad Zafar; Begum, Farida] Karakorum Int Univ, Dept Environm Sci, Gilgit 15100, Pakistan; [Raut, Nani; Gurung, Smriti] Kathmandu Univ, Dept Environm Sci & Engn, Dhulikhel, Nepal",,"Khan, MZ (corresponding author), Karakorum Int Univ, Dept Environm Sci, Gilgit 15100, Pakistan.",zafar.khan@kiu.edu.pk,,,,,,,,9.0,9.0,,,,,,,,,,,DEC,2020,20.0,8,,,,,3368,3379,,10.2166/ws.2020.221,http://dx.doi.org/10.2166/ws.2020.221,,,,,,,,,,,,2024-06-07,WOS:000617140800034,View Full Record in Web of Science
J,"Hasanuzzaman, M; Gayen, A; Shit, PK",,,,"Hasanuzzaman, Md; Gayen, Amiya; Shit, Pravat Kumar",,,Channel dynamics and geomorphological adjustments of Kaljani River in Himalayan foothills,GEOCARTO INTERNATIONAL,,,,Article,,,,,,,,"Channel dynamics is a significant geomorphological process that involves the channel migration, erosion-deposition and meandering of an alluvial river channel within its floodplain region. This geomorphic process is often accelerated by climatic condition and human activities which changes this natural process to a quasi-natural hazard. Current research work tries to evaluate the changing behaviour or dynamic nature of alluvial channel by enlightening average length and shape migration. Finally, state of the art techniques in Arc GIS has been adopted to prepare the mouza (village) wise erosion-deposition map by considering highly fluctuating mouzas of the Kaljani River and its adjacent village at the Himalayan foothill region. The primary data source was a series of time-sequential Landsat data of the years 1972, 1980, 1987, 1993, 1998, 2002, 2008, 2013, and 2019 spanning 47 years. Furthermore, we divided total study time into eight groups i.e. 1972-1980, 1980-1987, 1987-1993, 1993-1998, 1998-2002, 2002-2008, 2008-2013, and 2013-2019 for better understanding. During the study period (1972-2019) the average length of migration of the Kaljani River was 742.05 m and the annual rate was 15.79 m/year. Within this time frame of 1972-2019, the shape area migration of the channel was 66.79 km(2) and the annual rate was 1.42 km(2)/year. The total area of bank erosion from 1972 to 2019 equaled 62.74 km(2), out of which, 30.07 km(2) were on the right bank and 32.67 km(2) were at the left bank. Present analysis helps to enhance the effectiveness of planning and management of land resources and ecological balances in these 45 adjacent Mouzas of the Kaljani River. Among the various important causes, tectonic activity, rainfall, floods, and human intervention especially constriction of the embankment along the Kaljani River are the most significant causes for this dynamic changes of River Kaljani. The results of this study therefore, can be used as an important indicator of the vulnerability of the Kaljani River and also provides information about geomorphological instabilities of the study area.","[Hasanuzzaman, Md; Shit, Pravat Kumar] Raja NL Khan Womens Coll Autonomous, PG Dept Geog, Midnapore, W Bengal, India; [Gayen, Amiya] Univ Calcutta, Dept Geog, Kolkata, W Bengal, India",,"Shit, PK (corresponding author), Raja NL Khan Womens Coll Autonomous, PG Dept Geog, Midnapore, W Bengal, India.",pravatgeo2007@gmail.com,,,,,,,,12.0,12.0,,,,,,,,,,,AUG 18,2022,37.0,16,,,,,4687,4713,,10.1080/10106049.2021.1882008,http://dx.doi.org/10.1080/10106049.2021.1882008,,JAN 2021,,,,,,,,,,2024-06-07,WOS:000627261900001,View Full Record in Web of Science
J,"Thakur, D; Bartarya, SK; Nainwal, HC",,,,"Thakur, Divya; Bartarya, S. K.; Nainwal, H. C.",,,"Tracing ionic sources and geochemical evolution of groundwater in the Intermountain Una basin in outer NW Himalaya, Himachal Pradesh, India",ENVIRONMENTAL EARTH SCIENCES,,,,Article,,,,,,,,"The present research aims to identify sources of ions and factors controlling the geochemical evolution of groundwater in an intermountain basin, comprising hill and valley fill region, of Outer Himalaya in Himachal Pradesh, India. The groundwater samples collected from 81 tubewells and handpumps are analyzed for major ions, trace metals and stable isotopes (O-18 and D). Geochemically the dominant hydrochemical facies in the Una basin are Ca-HCO3, Ca-Mg-HCO3 and Na-Cl types at few locations. A relatively lower ionic concentration in the valley fills indicates dilution and low residence time of water to interact with the aquifer mass due to high porosity and permeability. The ionic ratios of 0.9, 0.8 and 3.8 to 5.7, respectively, for (Ca+Mg): HCO3, (Ca+Mg): (HCO3+SO4) and Na: Cl, suggests that ionic composition of groundwater is mainly controlled by rock weathering of, particularly by dissolution/precipitation of calcrete and calcite hosted in rock veins and Ca-Na feldspar hosted in conglomerate deposits derived from the Higher and Lesser Himalaya during the formation of Siwalik rocks. Although Na, K, NO3 and SO4 are introduced in the groundwater through agricultural practices, Na has also been introduced through ion exchange processes that have occurred during water-rock interaction, as indicated by negative CAI values. Factor analysis further suggests three major factors affecting the water chemistry of the area. The first two factors are associated with rock weathering while the third is anthropogenic processes associated with high nitrate and iron concentration. High concentrations of Fe and Mn ions that are exceeded that of WHO and BIS standards are also present at few locations. The recharge of groundwater in the Outer Himalaya is entirely through Indian Southwest Monsoon (ISM) and depleted ratios of O-18/D in valley region indicate infiltration from irrigation in recharging the groundwater and fractionation of isotopes of precipitation due to evaporation before infiltration. High d-excess values and inverse relation with O-18 are indicative of secondary evaporation of precipitation during recharge of groundwater.","[Thakur, Divya; Bartarya, S. K.] Wadia Inst Himalayan Geol, Dehra Dun, Uttar Pradesh, India; [Nainwal, H. C.] HNB Garhwal Univ, Dept Geol, Srinagar, Uttarakhand, India",,"Bartarya, SK (corresponding author), Wadia Inst Himalayan Geol, Dehra Dun, Uttar Pradesh, India.",skbartarya@gmail.com,,,,,,,,7.0,7.0,,,,,,,,,,,OCT,2018,77.0,20,,,,,,,720,10.1007/s12665-018-7891-7,http://dx.doi.org/10.1007/s12665-018-7891-7,,,,,,,,,,,,2024-06-07,WOS:000447656400001,View Full Record in Web of Science
J,"Joshi, M; Rawat, YS",,,,"Joshi, Mukesh; Rawat, Y. S.",,,"Net primary productivity and species diversity of herbaceous vegetation in banj-oak (Quercus leucotrichophora A. Camus) forest in Kumaun Himalaya, India",JOURNAL OF MOUNTAIN SCIENCE,,,,Article,,,,,,,,"Net primary productivity and species diversity of herbaceous vegetation of banj-oak (Quercus leucotrichophora A. Camus) forest in Kumaun Himalaya, India were analyzed. Across different growth forms (tall forbs, short forbs, cushion and spreading forbs, grasses), short forbs were most dominant component during rainy season (IVI=152) and winter season (IVI=167) and grasses during the winter season (IVI=148). Maximum above-ground production occurred during rainy season (132.5 g m(-2)) and minimum during winter season (2.8 g m(-2)). Below-ground production was maximum (85.9 g m(-2)) during winter season and minimum (14.9 g m(-2)) during summer season. Annual net shoot production was 150 g m(-2) and below-ground production was 138 g m(-2). Of the total input 61 % was channeled to aboveground parts and 39% to below-ground parts.","[Rawat, Y. S.] Kumaun Univ, Dept Bot, Naini Tal 263002, Uttarakhand, India",,"Joshi, M (corresponding author), HNB Garhwal Univ, Dept Forestry & Nat Resources, Post Box 59, Srinagar 246174, Uttarakhand, India.",mukeshntl@yahoo.com,,,,,,,,2.0,3.0,,,,,,,,,,,DEC,2011,8.0,6,,,,,787,793,,10.1007/s11629-011-2154-z,http://dx.doi.org/10.1007/s11629-011-2154-z,,,,,,,,,,,,2024-06-07,WOS:000297365300003,View Full Record in Web of Science
J,"Ghosh, S; Sarkar, S; Bera, B",,,,"Ghosh, Supriya; Sarkar, Sudipa; Bera, Biswajit",,,Field based inventory of river bank erosion susceptibility model (BESI) of Raidak-II river in the Himalayan foreland basin,PHYSICAL GEOGRAPHY,,,,Article,,,,,,,,"River bank erosion is a fluvio-hydrological hazard, and sometimes, it turns into disaster in the human-encroached river bank and flood plain. The principal objective of this study is to detect the river bank erosion potential zone using new Bank Erosion Susceptibility Index (BESI) model and spatiotemporal shifting of river Raidak-II (1980-2020). Sedimentary bank facies (SBF) analysis was conducted to identify the nature of cohesiveness of bank materials. The result showed that the maximum average lateral shifting (213.20 m) was recorded in the year 1990 (right bank), whereas the minimum average shifting (77.32 m) was measured in the year 2020 (right bank). The result also showed that the right bank of Raidak-II was mostly oscillated due to poorly sorted quaternary non-cohesive bank materials. The Bank Erosion Hazard Index (BEHI) model showed that 46.15% and 50% bank erosion sites are fallen in high-to-extreme bank erosion susceptibility zones in the years 2020 and 2022. In the case of BESI model, 69.23% and77.77% bank erosion sites are confined in high-to-extreme bank erosion susceptibility zones in the years 2020 and 2022. Therefore, BSEI model gives more precise results compared with BEHI due to three additional factors. The poorly sorted non-cohesive quaternary sediments stimulate high rate of bank erosion within Himalayan foreland basin.","[Ghosh, Supriya; Sarkar, Sudipa; Bera, Biswajit] Sidho Kanho Birsha Univ, Dept Geog, Purulia, India",,"Bera, B (corresponding author), Sidho Kanho Birsha Univ, Sainik Sch, Dept Geog, Ranchi Rd, Purulia 723104, India.",biswajitbera007@gmail.com,,,,,,,,1.0,1.0,,,,,,,,,,,MAR 3,2024,45.0,2,,,,,175,202,,10.1080/02723646.2023.2261180,http://dx.doi.org/10.1080/02723646.2023.2261180,,SEP 2023,,,,,,,,,,2024-06-07,WOS:001070760600001,View Full Record in Web of Science
J,"Måren, IE; Bhattarai, KR; Chaudhary, RP",,,,"Maren, Inger E.; Bhattarai, Khem R.; Chaudhary, Ram P.",,,Forest ecosystem services and biodiversity in contrasting Himalayan forest management systems,ENVIRONMENTAL CONSERVATION,,,,Article,,,,,,,,"In developing countries, the landscape surrounding agricultural land is important for maintaining biodiversity and providing ecosystem services. Forests provide a full suite of goods and services to subsistence farmers in the Himalayan agro-ecological system. The effects of biomass outtake on woody species richness and composition were analysed in forests under communal and government management. Interviews on forest use and perception of forest condition and ecosystem service delivery were conducted in farmer households bordering the forests. Significantly more woody species were found in the community managed forests. Species richness was negatively correlated with walking distance from the nearest village and increasing levels of anthropogenic disturbance. Community forests were generally less degraded than government managed forests, giving support to common pool resource management. Woody vegetation represented a crucial source of fuelwood, timber, fodder, and edible, aromatic and medicinal plants. Using a multidisciplinary framework to analyse ecosystem integrity and ecosystem service delivery enabled a finer understanding of these complex agro-ecological systems, giving support to evidence-based management and conservation planning for the future.","[Maren, Inger E.] Univ Bergen, Uni Bjerknes Ctr, N-5007 Bergen, Norway; [Maren, Inger E.] Univ Bergen, Bjerknes Ctr Climate Res, N-5007 Bergen, Norway; [Bhattarai, Khem R.] Natl Herbarium & Plant Labs, Dept Plant Resources, Kathmandu, Nepal; [Chaudhary, Ram P.] Tribhuvan Univ, Cent Dept Bot, Kathmandu, Nepal",,"Måren, IE (corresponding author), Univ Bergen, Uni Bjerknes Ctr, Allegaten 55, N-5007 Bergen, Norway.",inger.maaren@geog.uib.no,,,,,,,,42.0,46.0,,,,,,,,,,,MAR,2014,41.0,1,,,,,73,83,,10.1017/S0376892913000258,http://dx.doi.org/10.1017/S0376892913000258,,,,,,,,,,,,2024-06-07,WOS:000332936600008,View Full Record in Web of Science
J,"Azmat, M; Wahab, A; Huggel, C; Qamar, MU; Hussain, E; Ahmad, S; Waheed, A",,,,"Azmat, Muhammad; Wahab, Aasia; Huggel, Christian; Qamar, Muhammad Uzair; Hussain, Ejaz; Ahmad, Shakil; Waheed, Abdul",,,Climatic and hydrological projections to changing climate under CORDEX-South Asia experiments over the Karakoram-Hindukush-Himalayan water towers,SCIENCE OF THE TOTAL ENVIRONMENT,,,,Article,,,,,,,,"The complex snow and glacier (cryosphere) dynamics over the third pole mountainous regions of the Karakoram-Hindukush-Himalayas (HKH) makes this region challenging for accurate hydrological predictions. The objective of this study is to investigate the impacts of climate change on major hydrological components (precipitation-runoff, snow- and glacier-runoff, evapotranspiration and inter-annual change in streamflows) over the Hunza-, Gilgit- and Astore-River basins, located in HKH. For this purpose, three different hydrological models (snowmelt runoff (SRM), HEC-HMS and HBV are tested over snow- and glacier-covered river basins. These are subsequently integrated with the climate projections simulated from regional climate models (RCMs) developed under CORDEX-SA experiments. The basin-wide RCM-simulations for future scenarios exhibited an increase in precipitation but decline in intensity of rise over high-altitude zones. The temperature rise showed a maximum increase during monsoon by 4.18 degrees C, 4.37 degrees C and 4.34 degrees C over Hunza-, Gilgit- and Astore-River basins, respectively, for the period 2071-2099 (2090s) and a high emission scenario (RCP8.5). Further, in response to rise in precipitation and temperature, the SRM simulations showed a significant increase in snow- glacier-melt runoff (49%, 42% and 46% for SRM) and precipitation runoff (23.8%, 15.7% and 27% for HEC-HMS) in the Hunza-, Gilgit- and Astore-River basins, respectively, for the 2090s under RCP8.5. The streamflow projections for SRM showed a shift in hydrological regime with an increase by 369 (168.4%), 216.5 (74.8%) and 131.8 m(3)/s (82%) during pre-monsoon in the Hunza-, Gilgit- and Astore-River basins, respectively and then decline by -73.2 m(3)/s (-13.9%) and -45.4 m(3)/s (23.4%) during monsoon of the 2090s, in the Hunza- and Astore-River basins, respectively, under RCP8.5. Overall, the projections show that the pre-monsoon and monsoon seasons are expected to be strongly influenced by climate change, through alterations in snow- and glacier-accumulation, and melt regimes with substantial consequences for river runoff in the region. (C) 2019 Elsevier B.V. All rights reserved.","[Azmat, Muhammad; Wahab, Aasia; Hussain, Ejaz; Ahmad, Shakil; Waheed, Abdul] Natl Univ Sci & Technol, Sch Civil & Environm Engn, Islamabad, Pakistan; [Huggel, Christian] Univ Zurich, Dept Geog, Zurich, Switzerland; [Qamar, Muhammad Uzair] Univ Agr Faisalabad, Fac Agr Engn & Technol, Dept Irrigat & Drainage, Faisalabad, Pakistan",,"Azmat, M (corresponding author), Natl Univ Sci & Technol, Sch Civil & Environm Engn, Islamabad, Pakistan.",azmat@igis.nust.edu.pk; awahab.ms15igis@igis.nust.edu.pk; christian.huggel@geo.uzh.ch; muhammad.uzair@uaf.edu.pk; ejaz@igis.nust.edu.pk; shakilahmad@nice.nust.edu.pk; drwaheed@nit.nust.edu.pk,,,,,,,,22.0,22.0,,,,,,,,,,,FEB 10,2020,703.0,,,,,,,,135010,10.1016/j.scitotenv.2019.135010,http://dx.doi.org/10.1016/j.scitotenv.2019.135010,,,,,,,,,,,,2024-06-07,WOS:000505924300031,View Full Record in Web of Science
J,"Devi, NL; Yadav, IC; Raha, P; Qi, SH; Dan, Y",,,,"Devi, Ningombam Linthoingambi; Yadav, Ishwar Chandra; Raha, Priyankar; Qi Shihua; Dan, Yang",,,"Spatial distribution, source apportionment and ecological risk assessment of residual organochlorine pesticides (OCPs) in the Himalayas",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,,,,Article,,,,,,,,"The Indian Himalayan Region (IHR) is one of the important mountain ecosystems among the global mountain system which support wide variety of flora, fauna, human communities and cultural diversities. Surface soil samples collected from IHR were analysed for 23 organochlorine pesticides (OCPs). The concentration of Sigma OCPs ranged from 0.28 to 2143.96 ng/g (mean 221.54 ng/g) and was mostly dominated by DDTs. The concentration of Sigma DDTs ranged from 0.28 to 2126.94 ng/g (mean 216.65 ng/g). Other OCPs such as HCHs, endosulfan and heptachlor, Aldrin and dieldrin were detected in lower concentration in IHR. Their concentrations in soil samples ranged from ND to 2.79 ng/g for HCHs, ND to 2.83 ng/g for endosulfans, NDto 1.46 ng/g for heptachlor, ND to 2.12 ng/g for Aldrin and ND to 1.81 ng/g for dieldrin. Spatial distribution of OCPs suggested prevalence of DDTs and HCHs at Guwahati and Itanagar, respectively. The close relationship between total organic carbon (TOC) and part of OCP compounds (especially alpha- and gamma-HCH) indicated the important role of TOC in accumulation, binding and persistence of OCP in soil. Diagnostic ratio of DDT metabolites and HCH isomers showed DDT contamination is due to recent application of technical DDT and dicofol, and HCH contamination was due to mixture of technical HCH and lindane source. This was further confirmed by principal component analysis. Ecological risk analysis of OCP residues in soil samples concluded the moderate to severe contamination of soil.","[Devi, Ningombam Linthoingambi] Cent Univ South Bihar, Patna 800014, Bihar, India; [Devi, Ningombam Linthoingambi; Raha, Priyankar] Banaras Hindu Univ, Inst Agr Sci, Dept Soil Sci & Agr Chem, Varanasi 221005, Uttar Pradesh, India; [Yadav, Ishwar Chandra] Chinese Acad Sci, Guangzhou Inst Geochem, State Key Lab Organ Geochem, Guangzhou 510640, Peoples R China; [Qi Shihua; Dan, Yang] China Univ Geosci, Sch Environm Studies, State Key Lab Biogeol & Environm Geol, Wuhan 430074, Peoples R China",,"Yadav, IC (corresponding author), Chinese Acad Sci, Guangzhou Inst Geochem, State Key Lab Organ Geochem, Guangzhou 510640, Peoples R China.",icyadav.bhu@gmail.com,,,,,,,,45.0,46.0,,,,,,,,,,,DEC,2015,22.0,24,,,,,20154,20166,,10.1007/s11356-015-5237-5,http://dx.doi.org/10.1007/s11356-015-5237-5,,,,,,,,,,,,2024-06-07,WOS:000366637300081,View Full Record in Web of Science
J,"Mishra, P; Bandyopadhyay, A; Bhadra, A",,,,"Mishra, P.; Bandyopadhyay, A.; Bhadra, A.",,,Change in snow depletion pattern in a river basin of Arunachal Pradesh under projected climatic scenarios,GLOBAL NEST JOURNAL,,,,Article,,,,,,,,"Snow depletion curves (SDCs) are important in hydrological studies for predicting snowmelt generated runoff in high mountain catchments. The present study deals with the derivation of the average snow depletion pattern in the Mago basin of Arunachal Pradesh, which falls in the eastern Himalayan region and the generation of climate affected SDCs in future years (2020, 2030, 2040, and 2050) under different projected climatic scenarios. The MODIS daily snow cover product at 500m resolution from both the Aqua and Terra satellites was used to obtain daily snow cover maps. MOD10A1 and MYD10A1 images were compared to select cloud free or minimum cloud image to obtain the temporal distribution of snow cover area (SCA). Snow accumulation and depletion patterns were obtained by analysing SCA at different days. For most of the years, two peaks were observed in the SCA analysis. The conventional depletion curve (CDC) representing present climate was derived by determining and interpolating the SCA from cloud- free (cloud<5%) images for the selected hydrological year 2007. The investigation shows that the SCA was highest in February and lowest in May. Ten years meteorological data were used to normalize the temperature and precipitation data of the selected hydrological year (2007) to eliminate the impact of their yearly fluctuations on the snow cover depletion. The temperature and precipitation changes under four different projected climatic scenarios (A1B, A2, B1, and IPCC Commitment) were analysed for future years. Changes in the cumulative snowmelt depth with respect to the present climate for different future years were studied by a degree-day approach and were found to be highest under A1B, followed by A2, B1, and IPCC Commitment scenarios. It was observed that the A1B climatic scenario affected the depletion pattern most, making the depletion of snow to start and complete faster than under different scenarios. Advancing of depletion curve for different future years was found to be highest under A1B and lowest under IPCC Commitment scenarios with A2 and B1 in-between them.","[Mishra, P.; Bandyopadhyay, A.; Bhadra, A.] North Eastern Reg Inst Sci & Technol, Dept Agr Engn, Nirjuli Itanagar 791109, Arunachal Prade, India",,"Bandyopadhyay, A (corresponding author), North Eastern Reg Inst Sci & Technol, Dept Agr Engn, Nirjuli Itanagar 791109, Arunachal Prade, India.",arnabbandyo@yahoo.co.in,,,,,,,,0.0,0.0,,,,,,,,,,,,2017,19.0,2,,,,,199,210,,,,,,,,,,,,,,,2024-06-07,WOS:000411718300003,View Full Record in Web of Science
J,"Sundriyal, S; Shukla, T; Tripathee, L; Dobhal, DP; Tiwari, SK; Bhan, U",,,,"Sundriyal, Shipika; Shukla, Tanuj; Tripathee, Lekhendra; Dobhal, Dwarika Prashad; Tiwari, Sameer Kumar; Bhan, Uday",,,"Deposition of atmospheric pollutant and their chemical characterization in snow pit profile at Dokriani Glacier, Central Himalaya",JOURNAL OF MOUNTAIN SCIENCE,,,,Article,,,,,,,,"The uncertainty in assessing the numerous atmospheric pollutants transported via wind from arid and semi-arid regions is affecting the glacial ecosystem. In our study area due to the complexity of the system, a prominent seasonal difference noticed among major ions (Ca2+, Mg2+, SO42-, and NO3-). There is a need for understanding the ions cycling as a whole and the directionality of the feedback loops in the system. Therefore, we provide an appraisal of our current hypothesis for seasonal difference in major ion concentration from snow samples for two corresponding years (2013 and 2015) at Dokriani Glacier. A systematic study of chemical compositions in the shallow snow pit from Dokriani Glacier was undertaken for the pre-monsoon season to understand the cycling of major ions from atmosphere to solute acquisition process. The intimating connections of ions cycling in snow and its temporal behavior was observed and analyzed through various statistical tests. Among major ions, the SO42- has the highest concentration among anions on an average considered as 14.21% in 2013 and 29.46% in 2015. On the other side Ca2+ is the dominant cation contributing 28.22% in 2013 and 15.3% in 2015 on average. The average ratio of Na+/Cl- was higher in 2013 whereas lower in 2015. The backward trajectory analysis suggests the possible sources of the ions transported from Central Asia through the Western Disturbance (WD) as a prominent source of winter precipitation mainly in the Central Himalaya. Ionic concentration of Ca2+ in cations was highly dominated while in anion SO42- played the major role. Factor analysis and correlation matrix suggested that, the precipitation chemistry is mostly influenced by anthropogenic, crustal, and sea salt sources over the studied region. The elemental cycling through ocean, atmosphere and biosphere opens up new ways to understand the geochemical processes operating at the glacierized catchments of the Himalaya. Moreover, increasing the field-based studies in the coming decades would also have the certain advantage in overcoming the conceptual and computational geochemical modelling difficulties.","[Sundriyal, Shipika; Shukla, Tanuj; Dobhal, Dwarika Prashad] Wadia Inst Himalayan Geol, Ctr Glaciol, Dehra Dun 248001, Uttarakhand, India; [Sundriyal, Shipika] Natl Inst Hydrol, Roorkee 247667, Uttarakhand, India; [Shukla, Tanuj] Indian Inst Technol, Kanpur 208016, Uttar Pradesh, India; [Tripathee, Lekhendra] Chinese Acad Sci, Northwest Inst Ecoenvironm & Resources, State Key Lab Cryospher Sci, Lanzhou 730000, Gansu, Peoples R China; [Tiwari, Sameer Kumar] Wadia Inst Himalayan Geol, Dehra Dun 248001, Uttarakhand, India; [Bhan, Uday] Univ Petr & Energy Studies, Dehra Dun 248001, Uttarakhand, India",,"Sundriyal, S (corresponding author), Wadia Inst Himalayan Geol, Ctr Glaciol, Dehra Dun 248001, Uttarakhand, India.;Sundriyal, S (corresponding author), Natl Inst Hydrol, Roorkee 247667, Uttarakhand, India.",sipikasundriyal18@gmail.com; tanujshukla.geo001@gmail.com; lekhendra.t@gmail.com; dpdobhal@wihg.res.in; sktiwari@gmail.com; ubhan@ddn.upes.ac.in,,,,,,,,15.0,16.0,,,,,,,,,,,OCT,2018,15.0,10,,,,,2236,2246,,10.1007/s11629-017-4817-x,http://dx.doi.org/10.1007/s11629-017-4817-x,,,,,,,,,,,,2024-06-07,WOS:000447295900012,View Full Record in Web of Science
J,"Singh, B; Singh, B; Kishor, A; Singh, S; Bhat, MN; Surmal, O; Musarella, CM",,,,"Singh, Bishander; Singh, Bikarma; Kishor, Anand; Singh, Sumit; Bhat, Mudasir Nazir; Surmal, Opender; Musarella, Carmelo Maria",,,Exploring Plant-Based Ethnomedicine and Quantitative Ethnopharmacology: Medicinal Plants Utilized by the Population of Jasrota Hill in Western Himalaya,SUSTAINABILITY,,,,Article,,,,,,,,"Plants and natural products have played a significant role in curing and preventing a variety of ailments occurring in humans and animals, and continue to provide new bioactive leads for researchers in therapeutic discovery. This study was conducted with the aim to identify and document local healers' practices of treating human diseases and quantitatively document indigenous knowledge of medicinal plants, as well as to highlight the species of public interest for bioprospecting potential. A total of 17 field tours were carried out in 12 regions of Jasrota hill and its adjoining areas of Himalaya. Informants (113) were interviewed using semi-structured interviews and discussions and local guided collections. The results were analyzed using ethnobotanical indices-use-reports (URs) and the informant consensus factor (ICF)-and the data were statistically analyzed. The ethnopharmacological uses of 121 plant species belonging to 105 genera and 53 families were reported for use as medicine for treating 93 types of ailments. A total of 4987 URs were mentioned by 113 informants. Fabaceae (90.09%) and Asteraceae (6.62%) were the most represented families. Herbs (46.28%) were the primary sources of medicine, decoction (33.88%) was the most common use method for utilization, and leaves (43.80%) were the most frequently used plant parts. The ICF values ranged from 0.667 to 0.974, with the highest number of species (1314UR, 55 species) being used for the treatment of gastrointestinal ailments (GIA), followed by dermatological disorders (38 species). This result showed that the exchange of knowledge could be evident among the different communities, and their medicinal uses and practices could be correlated.","[Singh, Bishander; Kishor, Anand] Veer Kunwar Singh Univ, Dept Bot, Arrah 802301, Bihar, India; [Singh, Bikarma; Singh, Sumit; Bhat, Mudasir Nazir; Surmal, Opender] CSIR Indian Inst Integrat Med, Plant Sci Biodivers & Appl Bot Div, Canal Rd, Jammu 180001, Jammu & Kashmir, India; [Singh, Bikarma; Singh, Sumit; Bhat, Mudasir Nazir; Surmal, Opender] Acad Sci & Innovat Res AcSIR, Ghaziabad 201002, India; [Musarella, Carmelo Maria] Mediterranea Univ Reggio Calabria, Dept Agr, I-89122 Reggio Di Calabria, Italy",,"Singh, B (corresponding author), CSIR Indian Inst Integrat Med, Plant Sci Biodivers & Appl Bot Div, Canal Rd, Jammu 180001, Jammu & Kashmir, India.;Singh, B (corresponding author), Acad Sci & Innovat Res AcSIR, Ghaziabad 201002, India.",bishander85@gmail.com; drbikarma@iiim.res.in; kishoranand04@gmail.com; ssumitthakur14@gmail.com; mudii644@gmail.com; rajputop225@gmail.com; carmelo.musarella@unirc.it,,,,,,,,35.0,36.0,,,,,,,,,,,SEP,2020,12.0,18,,,,,,,7526,10.3390/su12187526,http://dx.doi.org/10.3390/su12187526,,,,,,,,,,,,2024-06-07,WOS:000584289900001,View Full Record in Web of Science
